Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.175029,    13.4594,  -125.34,          0,     0.00,          0,     0.00,          0,     0.00,    13.4594,  -125.34,    13.4594,    54.66,          0,     0.00,          0,     0.00,          0,     0.00,    13.4594,    54.66
Line.175030,    13.4594,    54.66,          0,     0.00,          0,     0.00,          0,     0.00,    13.4594,    54.66,    13.4594,  -125.34,          0,     0.00,          0,     0.00,          0,     0.00,    13.4594,  -125.34
Line.175031,    5.37856,    54.72,          0,     0.00,          0,     0.00,          0,     0.00,    5.37856,    54.72,    5.37856,  -125.28,          0,     0.00,          0,     0.00,          0,     0.00,    5.37856,  -125.28
Line.175032,    8.08089,    54.62,          0,     0.00,          0,     0.00,          0,     0.00,    8.08089,    54.62,    8.08089,  -125.38,          0,     0.00,          0,     0.00,          0,     0.00,    8.08089,  -125.38
Line.175033,     4.0404,    54.62,          0,     0.00,          0,     0.00,          0,     0.00,     4.0404,    54.62,     4.0404,  -125.38,          0,     0.00,          0,     0.00,          0,     0.00,     4.0404,  -125.38
Line.175034,     19.865,   113.24,    18.7531,    -6.93,    17.4115,  -127.07,          0,     0.00,    2.11461,    82.37,     19.865,   -66.76,    18.7531,   173.07,    17.4115,    52.93,          0,     0.00,    2.11461,   -97.63
Line.175035,   0.676828,  -118.21,   0.678306,   121.78,   0.677492,     1.67,          0,     0.00, 2.61645E-7,   150.18,   0.676828,    61.79,   0.678306,   -58.22,   0.677492,  -178.33,          0,     0.00, 2.62482E-7,   -29.83
Line.175036,    17.0099,   -65.16,    17.0358,   174.73,    16.9957,    54.71,          0,     0.00, 1.73889E-7,   150.15,    17.0099,   114.84,    17.0358,    -5.27,    16.9957,  -125.29,          0,     0.00, 1.74264E-7,   -29.76
Line.175037,    149.173,   155.36,    134.111,    41.20,    154.887,   -86.59,          0,     0.00,    25.7788,  -170.90,    149.173,   -24.64,    134.111,  -138.80,    154.887,    93.41,          0,     0.00,    25.7788,     9.10
Line.175038,     19.865,   -66.76,    18.7531,   173.07,    17.4115,    52.93,          0,     0.00,    2.11461,   -97.63,     19.865,   113.24,    18.7531,    -6.93,    17.4115,  -127.07,          0,     0.00,    2.11461,    82.37
Line.175040,   0.676828,  -118.21,   0.678306,   121.78,   0.677492,     1.67,          0,     0.00, 2.62421E-7,   150.17,   0.676828,    61.79,   0.678306,   -58.22,   0.677492,  -178.33,          0,     0.00, 2.62643E-7,   -29.83
Line.175041,    19.4505,   -65.20,    18.3365,   174.72,    16.9957,    54.71,          0,     0.00,    2.11461,   -97.63,    19.4505,   114.80,    18.3365,    -5.28,    16.9957,  -125.29,          0,     0.00,    2.11461,    82.37
Line.175042,    17.0099,   -65.16,    18.3365,   174.72,    16.9957,    54.71,          0,     0.00,    1.30069,   174.52,    17.0099,   114.84,    18.3365,    -5.28,    16.9957,  -125.29,          0,     0.00,    1.30069,    -5.48
Line.175043, 2.22224E-8,    49.06,    1.30069,   174.52, 2.21763E-8,   169.41,          0,     0.00,    1.30069,   174.52, 3.35405E-11,  -139.40,    1.30069,    -5.48, 4.1159E-11,   -45.00,          0,     0.00,    1.30069,    -5.48
Line.175044,    17.0099,   -65.16,    17.0358,   174.73,    16.9957,    54.71,          0,     0.00, 1.74499E-7,   150.30,    17.0099,   114.84,    17.0358,    -5.27,    16.9957,  -125.29,          0,     0.00, 1.74683E-7,   -29.71
Line.175045,    1.30069,   174.52,          0,     0.00,          0,     0.00,          0,     0.00,    1.30069,   174.52,    1.30069,    -5.48,          0,     0.00,          0,     0.00,          0,     0.00,    1.30069,    -5.48
Line.175046, 8.64313E-8,   -70.48,          0,     0.00,          0,     0.00,          0,     0.00, 8.64313E-8,   -70.48, 1.45519E-11,   180.00,          0,     0.00,          0,     0.00,          0,     0.00, 1.45519E-11,   180.00
Line.175047,    17.0099,   -65.16,    17.0358,   174.73,    16.9957,    54.71,          0,     0.00, 1.74616E-7,   150.20,    17.0099,   114.84,    17.0358,    -5.27,    16.9957,  -125.29,          0,     0.00, 1.74616E-7,   -29.80
Line.175048,   0.676828,  -118.21,   0.678306,   121.78,   0.677492,     1.67,          0,     0.00,  2.6256E-7,   150.26,   0.676828,    61.79,   0.678306,   -58.22,   0.677492,  -178.33,          0,     0.00,  2.6256E-7,   -29.74
Line.175049,    164.451,   150.71,    147.291,    35.76,     168.51,   -90.43,          0,     0.00,    25.2512,  -175.50,    164.451,   -29.29,    147.291,  -144.24,     168.51,    89.57,          0,     0.00,    25.2512,     4.50
Line.175051,    33.0029,   -65.51,    29.9223,   174.33,    40.3287,    54.88,          0,     0.00,    9.24064,    39.75,    33.0029,   114.49,    29.9223,    -5.67,    40.3287,  -125.12,          0,     0.00,    9.24064,  -140.25
Line.175052,    55.9174,   -63.92,    56.0375,   175.89,    55.8199,    55.88,          0,     0.00, 5.80218E-7,   151.02,    55.9174,   116.08,    56.0375,    -4.11,    55.8199,  -124.12,          0,     0.00, 5.80902E-7,   -29.05
Line.175053,    56.6721,   -63.96,    56.8197,   175.87,    56.6313,    55.86,          0,     0.00,  0.0447662,   108.86,    56.6721,   116.04,    56.8197,    -4.13,    56.6313,  -124.14,          0,     0.00,  0.0447662,   -71.14
Line.175054,    56.6556,   -63.95,    56.8197,   175.87,    56.6313,    55.86,          0,     0.00,  0.0646564,    96.55,    56.6556,   116.05,    56.8197,    -4.13,    56.6313,  -124.14,          0,     0.00,  0.0646564,   -83.45
Line.175055,    55.9174,   -63.92,    56.0375,   175.89,    55.8199,    55.88,          0,     0.00, 5.77412E-7,   150.94,    55.9174,   116.08,    56.0375,    -4.11,    55.8199,  -124.12,          0,     0.00, 5.80051E-7,   -29.06
Line.175056,    55.9174,   -63.92,    56.0375,   175.89,    55.8199,    55.88,          0,     0.00, 5.80252E-7,   150.97,    55.9174,   116.08,    56.0375,    -4.11,    55.8199,  -124.12,          0,     0.00, 5.80252E-7,   -29.03
Line.175057,     50.814,   -63.78,    50.9267,   176.03,    50.7194,    56.02,          0,     0.00, 5.27767E-7,   151.03,     50.814,   116.22,    50.9267,    -3.97,    50.7194,  -123.98,          0,     0.00, 5.27767E-7,   -28.97
Line.175058,    16.9758,   -64.57,    17.0068,   175.28,    16.9525,    55.26,          0,     0.00,  1.7573E-7,   151.02,    16.9758,   115.43,    17.0068,    -4.72,    16.9525,  -124.74,          0,     0.00,  1.7573E-7,   -28.98
Line.175059,    33.8406,   -63.38,    33.9221,   176.40,    33.7691,    56.39,          0,     0.00, 3.51585E-7,   151.00,    33.8406,   116.62,    33.9221,    -3.60,    33.7691,  -123.61,          0,     0.00, 3.51585E-7,   -29.00
Line.175060,    47.9957,    25.81,    48.1621,  -100.03,    47.8977,   141.46,          0,     0.00,    4.23991,   128.57,    47.9957,  -154.19,    48.1621,    79.97,    47.8977,   -38.54,          0,     0.00,    4.23991,   -51.43
Line.175061,    20.8609,   -66.05,     26.163,   173.98,    24.5679,    54.25,          0,     0.00,     4.8262,   131.46,    20.8609,   113.95,     26.163,    -6.02,    24.5679,  -125.75,          0,     0.00,     4.8262,   -48.54
Line.175062,    20.8609,   -66.05,    26.1457,   174.02,    24.5679,    54.25,          0,     0.00,    4.80311,   131.46,    20.8609,   113.95,    26.1457,    -5.98,    24.5679,  -125.75,          0,     0.00,    4.80311,   -48.54
Line.175063,    20.8438,   -66.00,    26.1457,   174.02,    24.5679,    54.25,          0,     0.00,    4.81484,   131.22,    20.8438,   114.00,    26.1457,    -5.98,    24.5679,  -125.75,          0,     0.00,    4.81484,   -48.78
Line.175064,    20.8438,   -66.00,    26.1457,   174.02,    24.5679,    54.25,          0,     0.00,    4.81484,   131.22,    20.8438,   114.00,    26.1457,    -5.98,    24.5679,  -125.75,          0,     0.00,    4.81484,   -48.78
Line.175065, 1.78261E-7,  -130.96, 1.78978E-7,   109.41, 1.77676E-7,   -10.84,          0,     0.00, 1.98915E-9,   157.19, 2.52118E-7,    49.04, 2.53201E-7,   -70.64,   2.514E-7,   169.16,          0,     0.00,  2.6108E-9,   -28.28
Line.175066,  0.0229989,    72.01,  0.0230922,   -47.63,  0.0229132,  -167.82,          0,     0.00, 0.000266802,    -4.45,  0.0229988,  -107.99,  0.0230921,   132.37,  0.0229131,    12.18,          0,     0.00, 0.000266802,   175.55
Line.175067,  0.0229988,  -107.99,  0.0230921,   132.37,  0.0229131,    12.18,          0,     0.00, 0.000266801,   175.55,  0.0229988,    72.01,  0.0230921,   -47.63,  0.0229131,  -167.82,          0,     0.00, 0.000266801,    -4.45
Line.175068,  0.0229989,  -107.99,  0.0230922,   132.37,  0.0229132,    12.18,          0,     0.00, 0.000266803,   175.55,  0.0229989,    72.01,  0.0230922,   -47.63,  0.0229132,  -167.82,          0,     0.00, 0.000266803,    -4.45
Line.175069, 1.78411E-7,    49.00, 1.79114E-7,   -70.67, 1.77687E-7,   169.14,          0,     0.00, 2.05656E-9,   -26.02, 6.54836E-11,   -90.00, 5.6827E-11,   140.19, 5.82077E-11,     0.00,          0,     0.00, 3.25391E-11,   -63.43
Line.175070, 2.92065E-7,    49.00, 2.92961E-7,   -70.63, 2.90135E-7,   169.19,          0,     0.00, 4.08585E-9,   -22.18, 2.52465E-7,  -130.97, 2.53157E-7,   109.32, 2.50316E-7,   -10.82,          0,     0.00,  3.6755E-9,   159.13
Line.175071,    20.8267,   -65.96,    26.1285,   174.05,    24.5509,    54.29,          0,     0.00,    4.81465,   131.22,    20.8267,   114.04,    26.1285,    -5.95,    24.5509,  -125.71,          0,     0.00,    4.81465,   -48.78
Line.175072,    3.78358,   -65.72,    3.89222,   173.85,    3.90433,    54.39,          0,     0.00,   0.148159,   106.05,    3.78358,   114.28,    3.89222,    -6.15,    3.90433,  -125.61,          0,     0.00,   0.148159,   -73.95
Line.175074,    3.78358,   -65.72,    3.89222,   173.85,    3.90433,    54.39,          0,     0.00,   0.148159,   106.05,    3.78358,   114.28,    3.89222,    -6.15,    3.90433,  -125.61,          0,     0.00,   0.148159,   -73.95
Line.175075,    3.78358,   -65.72,    3.89222,   173.85,    3.90433,    54.39,          0,     0.00,   0.148159,   106.05,    3.78358,   114.28,    3.89222,    -6.15,    3.90433,  -125.61,          0,     0.00,   0.148159,   -73.95
Line.175078, 8.52981E-8,    49.84, 8.57879E-8,   -69.01, 8.43863E-8,   169.19,          0,     0.00, 3.00038E-9,    18.08, 7.52214E-8,  -129.99,  7.6992E-8,   110.43,  7.4889E-8,   -10.75,          0,     0.00, 1.72206E-9,   161.50
Line.175079,    17.0432,   113.99,    22.2363,    -5.91,    20.6466,  -125.73,          0,     0.00,    4.68099,   -48.01,    17.0432,   -66.01,    22.2363,   174.09,    20.6466,    54.27,          0,     0.00,    4.68099,   131.99
Line.175080,    17.0432,   -66.01,    22.2363,   174.09,    20.6466,    54.27,          0,     0.00,    4.68099,   131.99,    17.0432,   113.99,    22.2363,    -5.91,    20.6466,  -125.73,          0,     0.00,    4.68099,   -48.01
Line.175081, 8.56993E-8,  -130.07, 8.78396E-8,   110.66, 8.59708E-8,   -10.34,          0,     0.00, 1.97325E-9,   143.32, 1.00762E-7,    49.83, 1.02943E-7,   -69.50, 1.00903E-7,   169.60,          0,     0.00, 2.18044E-9,   -33.64
Line.175082,    17.0432,   -66.01,    22.2363,   174.09,    20.6466,    54.27,          0,     0.00,    4.68099,   131.99,    17.0432,   113.99,    22.2363,    -5.91,    20.6466,  -125.73,          0,     0.00,    4.68099,   -48.01
Line.175083,    17.0432,   -66.01,    22.2363,   174.09,    20.6466,    54.27,          0,     0.00,    4.68099,   131.99,    17.0432,   113.99,    22.2363,    -5.91,    20.6466,  -125.73,          0,     0.00,    4.68099,   -48.01
Line.175084,    17.0432,   -66.01,    22.2363,   174.09,    20.6466,    54.27,          0,     0.00,    4.68099,   131.99,    17.0432,   113.99,    22.2363,    -5.91,    20.6466,  -125.73,          0,     0.00,    4.68099,   -48.01
Line.175085,    17.0432,   -66.01,    22.2363,   174.09,    20.6296,    54.31,          0,     0.00,    4.69242,   132.23,    17.0432,   113.99,    22.2363,    -5.91,    20.6296,  -125.69,          0,     0.00,    4.69242,   -47.77
Line.175086,    16.3046,   -66.02,    21.4539,   174.07,     19.818,    54.29,          0,     0.00,    4.64037,   132.70,    16.3046,   113.98,    21.4539,    -5.93,     19.818,  -125.71,          0,     0.00,    4.64037,   -47.30
Line.175087,    15.5661,   -66.03,    20.6715,   174.06,    19.0065,    54.28,          0,     0.00,    4.58867,   133.17,    15.5661,   113.97,    20.6715,    -5.94,    19.0065,  -125.72,          0,     0.00,    4.58867,   -46.83
Line.175088,   0.738537,   -65.81,    5.96311,   174.47,   0.811548,    54.70,          0,     0.00,    5.19441,   173.78,   0.738537,   114.19,    5.96311,    -5.53,   0.811548,  -125.30,          0,     0.00,    5.19441,    -6.22
Line.175089, 2.20083E-8,    48.86,    5.18077,   174.47, 2.19924E-8,   169.09,          0,     0.00,    5.18077,   174.47, 7.42005E-11,   101.31,    5.18077,    -5.53, 2.91038E-11,     0.00,          0,     0.00,    5.18077,    -5.53
Line.175090,    2.55696,   -65.74,    2.55974,   174.21,    2.55614,    54.18,          0,     0.00, 2.45415E-8,   154.80,    2.55696,   114.26,    2.55974,    -5.79,    2.55614,  -125.82,          0,     0.00, 2.54647E-8,   -25.31
Line.175091,    14.8275,   -66.04,    14.7087,   173.89,    18.1949,    54.26,          0,     0.00,    3.44149,    53.97,    14.8275,   113.96,    14.7087,    -6.11,    18.1949,  -125.74,          0,     0.00,    3.44149,  -126.03
Line.175092,    2.55696,   -65.74,    2.55974,   174.21,    2.55614,    54.18,          0,     0.00, 2.41219E-8,   154.47,    2.55696,   114.26,    2.55974,    -5.79,    2.55614,  -125.82,          0,     0.00, 2.43702E-8,   -25.41
Line.175093,    12.2706,   -66.11,     12.149,   173.82,    15.6388,    54.27,          0,     0.00,    3.44149,    53.97,    12.2706,   113.89,     12.149,    -6.18,    15.6388,  -125.73,          0,     0.00,    3.44149,  -126.03
Line.175094,    2.55696,   -65.74,    2.55974,   174.21,    2.55614,    54.18,          0,     0.00,  2.5241E-8,   154.61,    2.55696,   114.26,    2.55974,    -5.79,    2.55614,  -125.82,          0,     0.00,  2.5241E-8,   -25.39
Line.175098, 6.65763E-8,    49.00, 6.68411E-8,   -70.68,  6.6306E-8,   169.15,          0,     0.00, 7.56544E-10,   -26.87, 3.04918E-11,   -72.65, 4.60172E-11,    18.43, 2.05795E-11,    45.00,          0,     0.00, 6.73026E-11,     0.00
Line.182901,    11.4512,   114.25,    11.5855,    -6.02,    11.5688,  -125.77,          0,     0.00,   0.170668,   -70.58,    11.4512,   -65.75,    11.5855,   173.98,    11.5688,    54.23,          0,     0.00,   0.170668,   109.42
Line.182907,    11.4512,   114.25,    11.5855,    -6.02,    14.2521,  -125.64,          0,     0.00,    2.78593,  -122.23,    11.4512,   -65.75,    11.5855,   173.98,    14.2521,    54.36,          0,     0.00,    2.78593,    57.77
Line.182908,  0.0878069,  -109.21,  0.0299938,   131.14,  0.0297615,    10.94,          0,     0.00,  0.0580205,  -109.55,   0.087807,    70.79,  0.0299938,   -48.86,  0.0297616,  -169.06,          0,     0.00,  0.0580205,    70.45
Line.182909,     11.515,   113.95,    11.6075,    -6.12,    14.2737,  -125.72,          0,     0.00,    2.72936,  -122.50,     11.515,   -66.05,    11.6075,   173.88,    14.2737,    54.28,          0,     0.00,    2.72936,    57.50
Line.182910,  0.0229717,  -107.99,  0.0230558,   132.37,  0.0228778,    12.17,          0,     0.00, 0.000266461,   178.14,  0.0229718,    72.01,  0.0230558,   -47.63,  0.0228779,  -167.83,          0,     0.00, 0.000266461,    -1.86
Line.182911,    11.4512,   -65.75,    11.5855,   173.98,    11.5688,    54.23,          0,     0.00,   0.170668,   109.42,    11.4512,   114.25,    11.5855,    -6.02,    11.5688,  -125.77,          0,     0.00,   0.170668,   -70.58
Line.182912,    10.2241,   -65.74,    10.2855,   173.92,    10.2201,    54.18,          0,     0.00,  0.0706699,   129.64,    10.2241,   114.26,    10.2855,    -6.08,    10.2201,  -125.82,          0,     0.00,  0.0706699,   -50.36
Line.182913,    1.22704,   -65.83,    1.30005,   174.45,    1.34874,    54.67,          0,     0.00,   0.107168,    96.25,    1.22704,   114.17,    1.30005,    -5.55,    1.34874,  -125.33,          0,     0.00,   0.107168,   -83.75
